Date,Median Travel Time All Reaches Est,Median Travel Time Delta Cross Channel Est,Median Travel Time Georgiana Slough Est,Median Travel Time Sacramento River Est,Median Travel Time Sutter and Steamboat Slough Est,Routing probability Delta Cross Channel Est,Routing probability Georgiana Slough Est,Routing probability Sacramento River Est,Routing probability Sutter and Steamboat Slough Est,Survival All Reaches Est,Survival Delta Cross Channel Est,Survival Georgiana Slough Est,Survival Sacramento River Est,Survival Sutter and Steamboat Slough Est,Median Travel Time All Reaches LCL,Median Travel Time Delta Cross Channel LCL,Median Travel Time Georgiana Slough LCL,Median Travel Time Sacramento River LCL,Median Travel Time Sutter and Steamboat Slough LCL,Routing probability Delta Cross Channel LCL,Routing probability Georgiana Slough LCL,Routing probability Sacramento River LCL,Routing probability Sutter and Steamboat Slough LCL,Survival All Reaches LCL,Survival Delta Cross Channel LCL,Survival Georgiana Slough LCL,Survival Sacramento River LCL,Survival Sutter and Steamboat Slough LCL,Median Travel Time All Reaches UCL,Median Travel Time Delta Cross Channel UCL,Median Travel Time Georgiana Slough UCL,Median Travel Time Sacramento River UCL,Median Travel Time Sutter and Steamboat Slough UCL,Routing probability Delta Cross Channel UCL,Routing probability Georgiana Slough UCL,Routing probability Sacramento River UCL,Routing probability Sutter and Steamboat Slough UCL,Survival All Reaches UCL,Survival Delta Cross Channel UCL,Survival Georgiana Slough UCL,Survival Sacramento River UCL,Survival Sutter and Steamboat Slough UCL
2025-10-01,10.4180430292929,NA,14.4058557601435,8.85943217736333,9.42997976328149,0,0.4,0.4,0.4,0.461799712252462,NA,0.22147122569818,0.588389847893808,0.484211038013211,6.70862334453631,NA,7.74015626731661,5.42749438251126,5.26822072840664,0,0.2,0.2,0.2,0.317207018854998,NA,0.103602353390345,0.453271294623147,0.31290733352213,16.1126496210011,NA,28.0737346474345,16.3594388017064,18.5216806038822,0,0.6,0.8,0.6,0.597534562170593,NA,0.393924905595734,0.687343869677554,0.635159684882215
2025-10-02,10.3486748958573,NA,14.3399229821698,8.74867053858651,9.66019578029699,0,0.2,0.4,0.4,0.463797150286391,NA,0.224388764875192,0.594019210743709,0.490264043964525,6.97383082299749,NA,8.05082764149035,5.49449797101496,5.32699569063369,0,0.2,0.2,0.2,0.326520842892984,NA,0.104120230789426,0.461044988797663,0.318163501575833,16.2366804056654,NA,28.7577149952675,16.0808379567781,18.5507448717261,0,0.6,0.8,0.6,0.596024391264769,NA,0.397233916378449,0.694571477007485,0.628194639230653
2025-10-03,10.1166416349413,NA,14.5397646368127,8.64264535695941,9.08272263115058,0,0.2,0.4,0.4,0.4740974949574,NA,0.229074422039315,0.588166883665651,0.481155660033471,6.62657774348835,NA,8.16459907618087,5.24011823044524,5.1585602542681,0,0.2,0.2,0.2,0.33769141443871,NA,0.101556836433745,0.45583120468886,0.33018477691724,16.2118061158648,NA,29.355441353404,16.1062108469018,16.9681621127418,0,0.6,0.8,0.6,0.60308104118359,NA,0.41388008875633,0.701843781203732,0.633114308065018
2025-10-04,10.0926390851017,NA,14.4760602173329,8.40203113466734,9.09827480030314,0,0.2,0.4,0.4,0.468703734414568,NA,0.223944468162317,0.587892348633596,0.49627009769595,6.71384943575848,NA,7.837353582222,5.0784939398109,5.09670588491473,0,0.2,0.2,0.2,0.329924306447109,NA,0.106373397127741,0.452905554665728,0.330097431753791,15.9492353069296,NA,30.2453554676937,15.5615395291157,17.7307217067468,0,0.6,0.8,0.6,0.602084971074304,NA,0.387927696947006,0.694799568595802,0.637385715837285
2025-10-05,10.1423793659023,NA,15.2015363962225,8.7356534461081,9.23521272386568,0,0.2,0.4,0.4,0.472897901963147,NA,0.225887920658978,0.58875028192281,0.499255714867122,6.61271583987596,NA,7.92412983871938,5.12259617130814,4.90203644150605,0,0.2,0.2,0.2,0.343397644491546,NA,0.105264906425971,0.447431130516118,0.324207515958566,15.7929146704646,NA,29.9180741183498,14.7269522053634,17.3157134683363,0,0.6,0.8,0.6,0.60736997870969,NA,0.418192563257763,0.693245919985149,0.652034237950856
2025-10-06,9.97119817990166,NA,14.2000099823529,8.61092394226417,9.37158119201686,0,0.2,0.4,0.4,0.472137348590253,NA,0.220707737964195,0.5805418010995,0.485292297727389,6.67031230548934,NA,7.57732646845565,4.99663227784163,4.95277519590558,0,0.2,0.2,0.2,0.328856371837233,NA,0.104250772168926,0.44936488856752,0.330680440049956,15.554095568697,NA,28.4514267052516,15.6257204565491,18.6453536891827,0,0.6,0.8,0.6,0.596807038560387,NA,0.402676566606516,0.698031030494292,0.634008229331825
2025-10-07,10.0388716249046,NA,14.3937701516357,8.53480374798398,9.051471668709,0,0.4,0.4,0.4,0.465205174537531,NA,0.225365075995389,0.584876477200395,0.485088981357093,6.57523175413173,NA,8.0322114419177,4.9672690751572,5.08711429562272,0,0.2,0.2,0.2,0.327871925810709,NA,0.104106134401702,0.450776037843002,0.311821114471327,15.8118090712685,NA,29.3753787524574,15.9397315129349,16.8088301045824,0,0.6,0.8,0.6,0.596964621123276,NA,0.393809301008296,0.705116643513412,0.636371855857369
2025-10-08,10.2089883939845,NA,14.8537596601232,8.66137720467583,9.07358580841352,0,0.2,0.4,0.4,0.472945710302535,NA,0.220824687284929,0.590929865022436,0.492558728663773,6.51894782622741,NA,7.95354288896479,5.28385440791981,5.1625490267135,0,0.2,0.2,0.2,0.335993801742504,NA,0.102634905990465,0.458193259357136,0.311059611096021,16.3163628027085,NA,29.0156500601078,17.0430032098436,17.257805512616,0,0.6,0.8,0.6,0.60151897598141,NA,0.388113098257596,0.694729955748467,0.632856630652233
2025-10-09,10.2052401968595,NA,14.4355502584486,8.6513245641215,9.04312533187636,0,0.2,0.4,0.4,0.467972880765367,NA,0.22577922278263,0.586237185292455,0.49051519269147,6.60557768724648,NA,7.9907013909028,5.23045846860401,5.12001422471062,0,0.2,0.2,0.2,0.323145580493221,NA,0.105289705946306,0.44472273282259,0.316768830237022,15.1130383238746,NA,28.1415959037782,14.696798776461,16.8059183650914,0,0.6,0.8,0.6,0.5983650617371,NA,0.380899087108446,0.693286505344778,0.633342945265264
2025-10-10,9.87241266063421,NA,14.6095307626545,8.4786732747185,8.75670637036872,0,0.2,0.4,0.4,0.471699328693512,NA,0.227479450195231,0.590773632187647,0.482736741589461,6.55097680614789,NA,8.05367252620685,4.94634879888225,4.97846628147639,0,0.2,0.2,0.2,0.32785724770677,NA,0.101604529007737,0.463421043698839,0.321308630152271,15.5996470801457,NA,29.4233750340879,14.9731976154108,18.1359625543129,0,0.6,0.8,0.6,0.60068616810357,NA,0.386576442963791,0.685475107702686,0.641207928038388
2025-10-11,10.2540753686333,NA,14.4617449560988,8.56362600242613,9.17823486964494,0,0.4,0.4,0.4,0.468987228591083,NA,0.23449452703236,0.593446968005669,0.488942532896487,6.56316700394917,NA,7.95679176910847,4.9284316991956,4.90360384344418,0,0.2,0.2,0.2,0.327536556056886,NA,0.100121983866893,0.45374259706695,0.31363945346695,16.1958099506751,NA,30.4773696922563,16.5018306452517,17.9528735953226,0,0.6,0.8,0.6,0.605359763605998,NA,0.407282988509779,0.703249026844652,0.638269407429606
2025-10-12,10.4045551770638,NA,14.6047225307906,8.69476831474664,9.69700507909819,0,0.4,0.4,0.4,0.454870824582195,NA,0.218911271735863,0.575134091384786,0.486913825228486,6.67533388412236,NA,7.65505792874573,5.04752976956065,5.15718661872804,0,0.2,0.2,0.2,0.317522773160436,NA,0.0920794697897724,0.429315237869078,0.310067691944082,16.2062679688752,NA,29.7795243415242,16.3425305509104,18.0949549767702,0,0.6,0.8,0.6,0.590146690223067,NA,0.392487377398071,0.695566985673711,0.645621439884629
